,corr_5,p_5,corr_10,p_10,corr_30,p_30
2017-04-05,-0.07565518606214662,0.39042554076659985,0.07274642964741211,0.4089539818948069,0.157011078775055,0.07329713788332168
2017-04-06,0.006719097883517342,0.9369725376751208,0.035842993405930355,0.6730549688408498,0.13446295487562826,0.11190825248200552
2017-04-07,-0.011613236341660733,0.8944538771914881,-0.02784801848844514,0.7503414274983262,0.0893476373505122,0.3064364998446828
2017-04-10,0.009412179545069873,0.9143730379036767,-0.04426942104768089,0.6128785156077832,0.09236594898093156,0.29031836833143404
2017-04-11,-0.0041557153132839985,0.9625729903747691,-0.07972678187258582,0.36722579913781406,0.0503631166139145,0.5693268372160019
2017-04-12,0.044701283915810894,0.6107883772076309,-0.07420872858486788,0.39774746896882296,0.05833810038213789,0.5064055160993347
2017-04-13,0.017314937801803633,0.8425975768798084,0.001671448276037171,0.9847077580221858,0.027748397682377007,0.7502855132372902
2017-04-18,0.017708191921051684,0.8366751969420541,0.02051872462759019,0.8112039887825784,0.057364921318397835,0.5039381212768734
2017-04-19,0.037837749884856886,0.6536746209307037,0.07843660771640973,0.3517662347380891,0.08054171007503036,0.33895086110855277
2017-04-20,-0.027006807029612324,0.7471124353079741,0.06984949130692654,0.4038079274701323,0.13513146887806374,0.10511269038844384
2017-04-21,-0.03321959591588372,0.6989049694315215,0.03792793222964532,0.6587362893474142,0.02561174613467028,0.7655641678033244
2017-04-24,-0.019739088061330883,0.8195740970035157,0.09241720763144146,0.28457224396290354,0.1186440747037857,0.1689117840778335
2017-04-25,0.03104921402224828,0.7289438536095871,0.10640100744701612,0.23380835294299568,0.05446726680674908,0.5430564022539277
2017-04-26,0.19081145926367774,0.03376959643168344,0.2375986916184117,0.007880314352623811,0.13906810768315103,0.12346081278569702
2017-04-27,0.2511458774097935,0.006782195158192882,0.1550125578151704,0.09809103345970194,0.0501269240644989,0.5947165511943456
2017-04-28,0.29400681799998274,0.0015736426455432743,0.20112270070781202,0.03267368285404501,0.12308123400166283,0.19402342411485152
2017-05-02,0.16782927617243149,0.06927944559800765,0.06853360382498559,0.46087419380816563,0.054217403153931344,0.5598183241249455
2017-05-04,0.1748890955583743,0.06156397307996587,0.07853417818307144,0.4041263123125457,0.03429695355743947,0.7159453453335702
2017-05-05,0.0646339840337662,0.5103799383974854,0.048991642913114614,0.6179774663394291,-0.023323356638108174,0.8124134032386421
2017-05-08,-0.02010619063501051,0.8386805743066138,0.10874857013436905,0.2694713580402897,-0.017180477501038554,0.8619024307931544
2017-05-09,-0.06491875943407616,0.4964753576472606,-0.016850970570327656,0.860022288988407,0.013765371620041262,0.8854597844492885
2017-05-10,-0.022363225941949352,0.821720365200707,-0.022656846717028657,0.8194191529749555,-0.005018232589220142,0.9596777967232561
2017-05-11,-0.04976901136596437,0.6264933642276782,0.0026418910084736614,0.9794026127955158,0.0067770247608672195,0.9471954447427613
2017-05-12,-0.0028242272146849793,0.9782130973781771,0.024135249864668612,0.8154411426206796,-0.03148741784064647,0.7607115020295815
2017-05-15,0.05179639783275576,0.618131417497548,0.09173519529731967,0.3766132582066094,0.03764968226117275,0.7171770026466988
2017-05-16,0.10829407958004947,0.3124107992793299,0.05191887063844431,0.6289511509517522,0.03703864277653955,0.7303947185972273
